course_name,section,related_book,vocabulary
"Advanced Placement Comparative Government and Politics","Week 28","Placeholder: AP Exam Review - Key Concepts & Countries",
"Advanced Placement Comparative Government and Politics","Week 29","Placeholder: AP Exam Review - Full FRQ Set Practice",
"Advanced Placement Comparative Government and Politics","Week 30","Placeholder: AP Exam Review - Multiple Choice Strategies & Final Review",
"Advanced Placement English Language and Composition","Week 1","Placeholder: Intro to AP Lang - Rhetorical Situation (Speaker, Audience, Purpose)",
"Advanced Placement English Language and Composition","Week 2","Placeholder: Claims & Evidence; Analyzing Arguments",
"Advanced Placement English Language and Composition","Week 3","Placeholder: Rhetorical Analysis Essay - Structure & Strategies (Swift)",
"Advanced Placement English Language and Composition","Week 4","Placeholder: Rhetorical Analysis - Style, Tone, Diction (Orwell)",
"Advanced Placement English Language and Composition","Week 5","Placeholder: Rhetorical Analysis - Figurative Language, Syntax (King Jr.)",
"Advanced Placement English Language and Composition","Week 6","Placeholder: Argument Essay - Developing a Position, Counterarguments",
"Advanced Placement English Language and Composition","Week 7","Placeholder: Argument Essay - Using Evidence Effectively (Various Essays)",
"Advanced Placement English Language and Composition","Week 8","Placeholder: Argument Essay - Logical Fallacies, Persuasive Appeals (Editorials)",
"Advanced Placement English Language and Composition","Week 9","Placeholder: Synthesis Essay - Understanding the Prompt & Sources",
"Advanced Placement English Language and Composition","Week 10","Placeholder: Synthesis Essay - Integrating Sources, Attribution (Source Packet 1)",
"Advanced Placement English Language and Composition","Week 11","Placeholder: Synthesis Essay - Crafting a Coherent Argument (Source Packet 2)",
"Advanced Placement English Language and Composition","Week 12","Placeholder: Multiple Choice Section - Reading Comprehension Strategies",
"Advanced Placement English Language and Composition","Week 13","Placeholder: Multiple Choice Section - Identifying Rhetorical Choices",
"Advanced Placement English Language and Composition","Week 14","Placeholder: Multiple Choice Section - Analyzing Writer's Purpose & Audience",
"Advanced Placement English Language and Composition","Week 15","Placeholder: Midterm - Practice AP Multiple Choice & Rhetorical Analysis Essay",
"Advanced Placement English Language and Composition","Week 16","Placeholder: Analyzing Visual Rhetoric (Political Cartoons, Advertisements)",
"Advanced Placement English Language and Composition","Week 17","Placeholder: Style Unit - Sentence Structure & Variety (Tan)",
"Advanced Placement English Language and Composition","Week 18","Placeholder: Style Unit - Word Choice & Tone (Woolf)",
"Advanced Placement English Language and Composition","Week 19","Placeholder: Style Unit - Developing Voice (Gladwell)",
"Advanced Placement English Language and Composition","Week 20","Placeholder: Advanced Argumentation - Nuance & Complexity",
"Advanced Placement English Language and Composition","Week 21","Placeholder: Advanced Synthesis - Sophisticated Integration of Ideas",
"Advanced Placement English Language and Composition","Week 22","Placeholder: Timed Writing Practice - Rhetorical Analysis Essay",
"Advanced Placement English Language and Composition","Week 23","Placeholder: Timed Writing Practice - Argument Essay",
"Advanced Placement English Language and Composition","Week 24","Placeholder: Timed Writing Practice - Synthesis Essay",
"Advanced Placement English Language and Composition","Week 25","Placeholder: Review of Rhetorical Modes (Narration, Description, Exposition, Persuasion)",
"Advanced Placement English Language and Composition","Week 26","Placeholder: Analyzing Satire and Irony (Various Texts)",
"Advanced Placement English Language and Composition","Week 27","Placeholder: Full AP Practice Exam - Multiple Choice",
"Advanced Placement English Language and Composition","Week 28","Placeholder: Full AP Practice Exam - Free Response Essays",
"Advanced Placement English Language and Composition","Week 29","Placeholder: AP Exam Strategies & Final Review",
"Advanced Placement English Language and Composition","Week 30","Placeholder: Final Essay Workshop & Portfolio Review",
"Advanced Placement English Literature and Composition","Week 1","Placeholder: Intro to AP Lit - Close Reading & Literary Elements (Short Fiction)",
"Advanced Placement English Literature and Composition","Week 2","Placeholder: Analyzing Character & Setting (Poe, Hawthorne)",
"Advanced Placement English Literature and Composition","Week 3","Placeholder: Analyzing Plot & Structure (Faulkner)",
"Advanced Placement English Literature and Composition","Week 4","Placeholder: Poetry Analysis - Figurative Language & Imagery (Shakespeare Sonnets)",
"Advanced Placement English Literature and Composition","Week 5","Placeholder: Poetry Analysis - Tone & Sound Devices (Donne, Keats)",
"Advanced Placement English Literature and Composition","Week 6","Placeholder: Poetry Analysis - Form & Structure (Dickinson, Frost)",
"Advanced Placement English Literature and Composition","Week 7","Frankenstein (Mary Shelley) - Part 1",
"Advanced Placement English Literature and Composition","Week 8","Frankenstein (Mary Shelley) - Part 2",
"Advanced Placement English Literature and Composition","Week 9","Frankenstein (Mary Shelley) - Part 3 & Essay",
"Advanced Placement English Literature and Composition","Week 10","The Great Gatsby (F. Scott Fitzgerald) - Part 1",
"Advanced Placement English Literature and Composition","Week 11","The Great Gatsby (F. Scott Fitzgerald) - Part 2",
"Advanced Placement English Literature and Composition","Week 12","The Great Gatsby (F. Scott Fitzgerald) - Part 3 & Essay",
"Advanced Placement English Literature and Composition","Week 13","Placeholder: Drama Analysis - Hamlet (Shakespeare) - Act I-II",
"Advanced Placement English Literature and Composition","Week 14","Placeholder: Drama Analysis - Hamlet (Shakespeare) - Act III-IV",
"Advanced Placement English Literature and Composition","Week 15","Placeholder: Drama Analysis - Hamlet (Shakespeare) - Act V & Essay; Midterm Review",
"Advanced Placement English Literature and Composition","Week 16","Their Eyes Were Watching God (Zora Neale Hurston) - Part 1",
"Advanced Placement English Literature and Composition","Week 17","Their Eyes Were Watching God (Zora Neale Hurston) - Part 2",
"Advanced Placement English Literature and Composition","Week 18","Their Eyes Were Watching God (Zora Neale Hurston) - Part 3 & Essay",
"Advanced Placement English Literature and Composition","Week 19","Placeholder: Modern Poetry - Eliot, Plath, Hughes",
"Advanced Placement English Literature and Composition","Week 20","Placeholder: Modern Poetry - Analysis & Comparison Essay",
"Advanced Placement English Literature and Composition","Week 21","A Doll's House (Henrik Ibsen)",
"Advanced Placement English Literature and Composition","Week 22","A Doll's House (Henrik Ibsen) - Analysis & Essay",
"Advanced Placement English Literature and Composition","Week 23","Death of a Salesman (Arthur Miller)",
"Advanced Placement English Literature and Composition","Week 24","Death of a Salesman (Arthur Miller) - Analysis & Essay",
"Advanced Placement English Literature and Composition","Week 25","Placeholder: Literary Argument Essay (Open Prompt) - Brainstorming & Outlining",
"Advanced Placement English Literature and Composition","Week 26","Placeholder: Literary Argument Essay - Drafting & Peer Review",
"Advanced Placement English Literature and Composition","Week 27","Placeholder: AP Multiple Choice Practice - Prose Fiction",
"Advanced Placement English Literature and Composition","Week 28","Placeholder: AP Multiple Choice Practice - Poetry",
"Advanced Placement English Literature and Composition","Week 29","Placeholder: Full AP Practice Exam & Review",
"Advanced Placement English Literature and Composition","Week 30","Placeholder: Final Thematic Review & Exam Strategies",
"Advanced Placement European History","Week 1","Placeholder: AP Unit 1 - Renaissance & Exploration (Context, Italian Renaissance)",
"Advanced Placement European History","Week 2","Placeholder: AP Unit 1 - Renaissance & Exploration (Northern Renaissance, New Monarchies)",
"Advanced Placement European History","Week 3","Placeholder: AP Unit 1 - Renaissance & Exploration (Exploration & Commercial Revolution)",
"Advanced Placement European History","Week 4","Placeholder: AP Unit 2 - Age of Reformation (Context, Luther, Calvin)",
"Advanced Placement European History","Week 5","Placeholder: AP Unit 2 - Age of Reformation (English Reformation, Catholic Reformation)",
"Advanced Placement European History","Week 6","Placeholder: AP Unit 2 - Age of Reformation (Religious Wars, Social Impact)",
"Advanced Placement European History","Week 7","Placeholder: AP Unit 3 - Absolutism & Constitutionalism (Context, French Absolutism)",
"Advanced Placement European History","Week 8","Placeholder: AP Unit 3 - Absolutism & Constitutionalism (English Civil War & Glorious Revolution)",
"Advanced Placement European History","Week 9","Placeholder: AP Unit 3 - Absolutism & Constitutionalism (Eastern Absolutism, Dutch Republic)",
"Advanced Placement European History","Week 10","Placeholder: AP Unit 4 - Scientific Revolution & Enlightenment (Scientific Revolution)",
"Advanced Placement European History","Week 11","Placeholder: AP Unit 4 - Scientific Revolution & Enlightenment (Enlightenment Thinkers)",
"Advanced Placement European History","Week 12","Placeholder: AP Unit 4 - Scientific Revolution & Enlightenment (Enlightened Absolutism, Culture)",
"Advanced Placement European History","Week 13","Placeholder: AP Unit 5 - Revolution in Politics & Society (French Revolution - Causes, Early Stages)",
"Advanced Placement European History","Week 14","Placeholder: AP Unit 5 - Revolution in Politics & Society (French Revolution - Radical Phase, Napoleon)",
"Advanced Placement European History","Week 15","Placeholder: AP Unit 5 - Revolution in Politics & Society (Congress of Vienna, Romanticism); Midterm Review",
"Advanced Placement European History","Week 16","Placeholder: AP Unit 6 - Industrialization & Its Effects (Context, Spread of Industrialization)",
"Advanced Placement European History","Week 17","Placeholder: AP Unit 6 - Industrialization & Its Effects (Social Impact, New Ideologies - Liberalism, Socialism)",
"Advanced Placement European History","Week 18","Placeholder: AP Unit 6 - Industrialization & Its Effects (1848 Revolutions, Nationalism)",
"Advanced Placement European History","Week 19","Placeholder: AP Unit 7 - 19th Century Perspectives & Political Developments (Unification of Italy & Germany)",
"Advanced Placement European History","Week 20","Placeholder: AP Unit 7 - 19th Century Perspectives & Political Developments (Late 19th C. Politics, Mass Politics)",
"Advanced Placement European History","Week 21","Placeholder: AP Unit 7 - 19th Century Perspectives & Political Developments (Imperialism, Fin-de-siècle Culture)",
"Advanced Placement European History","Week 22","Placeholder: AP Unit 8 - 20th Century Global Conflicts (WWI - Causes, Conduct)",
"Advanced Placement European History","Week 23","Placeholder: AP Unit 8 - 20th Century Global Conflicts (Russian Revolution, Interwar Period, Rise of Totalitarianism)",
"Advanced Placement European History","Week 24","Placeholder: AP Unit 8 - 20th Century Global Conflicts (WWII - Causes, Conduct, Holocaust)",
"Advanced Placement European History","Week 25","Placeholder: AP Unit 9 - Cold War & Contemporary Europe (Cold War Origins, Division of Europe)",
"Advanced Placement European History","Week 26","Placeholder: AP Unit 9 - Cold War & Contemporary Europe (Decolonization, Post-War Society)",
"Advanced Placement European History","Week 27","Placeholder: AP Unit 9 - Cold War & Contemporary Europe (Collapse of Communism, European Integration)",
"Advanced Placement European History","Week 28","Placeholder: AP Exam Review - DBQ Writing Strategies",
"Advanced Placement European History","Week 29","Placeholder: AP Exam Review - LEQ Writing Strategies & Thematic Review",
"Advanced Placement European History","Week 30","Placeholder: AP Exam Review - Full Practice Exam & Final Tips",
"Advanced Placement US History","Week 1","Placeholder: APUSH Period 1 (1491-1607) - Native American Societies, Early Colonization",
"Advanced Placement US History","Week 2","Placeholder: APUSH Period 1 (1491-1607) - Columbian Exchange, Spanish Colonization",
"Advanced Placement US History","Week 3","Placeholder: APUSH Period 2 (1607-1754) - European Colonization Models (Spanish, French, Dutch, English)",
"Advanced Placement US History","Week 4","Placeholder: APUSH Period 2 (1607-1754) - British Colonies: Development & Regional Differences",
"Advanced Placement US History","Week 5","Placeholder: APUSH Period 2 (1607-1754) - Colonial Society, Slavery, Atlantic World",
"Advanced Placement US History","Week 6","Placeholder: APUSH Period 3 (1754-1800) - French & Indian War, Road to Revolution",
"Advanced Placement US History","Week 7","Placeholder: APUSH Period 3 (1754-1800) - American Revolution, Declaration of Independence",
"Advanced Placement US History","Week 8","Placeholder: APUSH Period 3 (1754-1800) - Articles of Confederation, Constitutional Convention",
"Advanced Placement US History","Week 9","Placeholder: APUSH Period 3 (1754-1800) - Early Republic, Washington & Adams Presidencies",
"Advanced Placement US History","Week 10","Placeholder: APUSH Period 4 (1800-1848) - Jeffersonian Era, Growth of Democracy",
"Advanced Placement US History","Week 11","Placeholder: APUSH Period 4 (1800-1848) - Market Revolution, Second Great Awakening",
"Advanced Placement US History","Week 12","Placeholder: APUSH Period 4 (1800-1848) - Jacksonian Democracy, Reform Movements",
"Advanced Placement US History","Week 13","Placeholder: APUSH Period 4 (1800-1848) - Westward Expansion, Manifest Destiny",
"Advanced Placement US History","Week 14","Placeholder: APUSH Period 5 (1844-1877) - Causes of Civil War, Sectionalism",
"Advanced Placement US History","Week 15","Placeholder: APUSH Period 5 (1844-1877) - Civil War; Midterm DBQ/LEQ Practice",
"Advanced Placement US History","Week 16","Placeholder: APUSH Period 5 (1844-1877) - Reconstruction Era",
"Advanced Placement US History","Week 17","Placeholder: APUSH Period 6 (1865-1898) - The Gilded Age, Industrialization",
"Advanced Placement US History","Week 18","Placeholder: APUSH Period 6 (1865-1898) - Urbanization, Immigration, Labor Movements",
"Advanced Placement US History","Week 19","Placeholder: APUSH Period 6 (1865-1898) - The New South, The West",
"Advanced Placement US History","Week 20","Placeholder: APUSH Period 7 (1890-1945) - Progressive Era Reforms",
"Advanced Placement US History","Week 21","Placeholder: APUSH Period 7 (1890-1945) - American Imperialism, WWI",
"Advanced Placement US History","Week 22","Placeholder: APUSH Period 7 (1890-1945) - Roaring Twenties, Great Depression",
"Advanced Placement US History","Week 23","Placeholder: APUSH Period 7 (1890-1945) - New Deal, WWII",
"Advanced Placement US History","Week 24","Placeholder: APUSH Period 8 (1945-1980) - Cold War Beginnings, Post-War Boom",
"Advanced Placement US History","Week 25","Placeholder: APUSH Period 8 (1945-1980) - Civil Rights Movement",
"Advanced Placement US History","Week 26","Placeholder: APUSH Period 8 (1945-1980) - Vietnam War, Great Society, Social Upheaval",
"Advanced Placement US History","Week 27","Placeholder: APUSH Period 9 (1980-Present) - Rise of Conservatism, End of Cold War",
"Advanced Placement US History","Week 28","Placeholder: APUSH Period 9 (1980-Present) - Globalization, War on Terror, Contemporary Issues",
"Advanced Placement US History","Week 29","Placeholder: AP Exam Review - DBQ/LEQ/SAQ Strategies",
"Advanced Placement US History","Week 30","Placeholder: AP Exam Review - Full Practice & Final Tips",
"Advanced Placement World History: Modern","Week 1","Placeholder: AP World Unit 1 - The Global Tapestry (c. 1200-c. 1450) - East Asia, Dar al-Islam",
"Advanced Placement World History: Modern","Week 2","Placeholder: AP World Unit 1 - The Global Tapestry (South/SE Asia, Americas, Africa)",
"Advanced Placement World History: Modern","Week 3","Placeholder: AP World Unit 2 - Networks of Exchange (Silk Roads, Mongols)",
"Advanced Placement World History: Modern","Week 4","Placeholder: AP World Unit 2 - Networks of Exchange (Indian Ocean, Trans-Saharan Trade)",
"Advanced Placement World History: Modern","Week 5","Placeholder: AP World Unit 2 - Networks of Exchange (Cultural & Environmental Consequences)",
"Advanced Placement World History: Modern","Week 6","Placeholder: AP World Unit 3 - Land-Based Empires (c. 1450-c. 1750) - Ottomans, Safavids, Mughals",
"Advanced Placement World History: Modern","Week 7","Placeholder: AP World Unit 3 - Land-Based Empires (Ming/Qing China, Russian Empire)",
"Advanced Placement World History: Modern","Week 8","Placeholder: AP World Unit 4 - Transoceanic Interconnections (European Exploration, Columbian Exchange)",
"Advanced Placement World History: Modern","Week 9","Placeholder: AP World Unit 4 - Transoceanic Interconnections (Maritime Empires Established)",
"Advanced Placement World History: Modern","Week 10","Placeholder: AP World Unit 4 - Transoceanic Interconnections (Challenges to State Power, Changing Social Hierarchies)",
"Advanced Placement World History: Modern","Week 11","Placeholder: AP World Unit 5 - Revolutions (c. 1750-c. 1900) - The Enlightenment",
"Advanced Placement World History: Modern","Week 12","Placeholder: AP World Unit 5 - Revolutions (Nationalism & Revolutions - American, French, Haitian, Latin American)",
"Advanced Placement World History: Modern","Week 13","Placeholder: AP World Unit 5 - Revolutions (Industrial Revolution Begins)",
"Advanced Placement World History: Modern","Week 14","Placeholder: AP World Unit 6 - Consequences of Industrialization (Spread of Industrialization, Technology)",
"Advanced Placement World History: Modern","Week 15","Placeholder: AP World Unit 6 - Consequences of Industrialization (State Reactions, Social Effects); Midterm Review",
"Advanced Placement World History: Modern","Week 16","Placeholder: AP World Unit 6 - Consequences of Industrialization (Imperialism & Nation-State Formation)",
"Advanced Placement World History: Modern","Week 17","Placeholder: AP World Unit 6 - Consequences of Industrialization (Indigenous Responses, Global Economic Development, Migration)",
"Advanced Placement World History: Modern","Week 18","Placeholder: AP World Unit 7 - Global Conflict (c. 1900-Present) - Shifting Power, WWI Causes",
"Advanced Placement World History: Modern","Week 19","Placeholder: AP World Unit 7 - Global Conflict (WWI Conduct & Consequences, Interwar Period)",
"Advanced Placement World History: Modern","Week 20","Placeholder: AP World Unit 7 - Global Conflict (WWII Causes, Conduct)",
"Advanced Placement World History: Modern","Week 21","Placeholder: AP World Unit 7 - Global Conflict (Mass Atrocities, WWII Consequences)",
"Advanced Placement World History: Modern","Week 22","Placeholder: AP World Unit 8 - Cold War & Decolonization (Cold War Context, Ideological Struggle)",
"Advanced Placement World History: Modern","Week 23","Placeholder: AP World Unit 8 - Cold War & Decolonization (Effects of Cold War, Spread of Communism)",
"Advanced Placement World History: Modern","Week 24","Placeholder: AP World Unit 8 - Cold War & Decolonization (Decolonization after 1900, Newly Independent States)",
"Advanced Placement World History: Modern","Week 25","Placeholder: AP World Unit 9 - Globalization (Advances in Technology, Disease)",
"Advanced Placement World History: Modern","Week 26","Placeholder: AP World Unit 9 - Globalization (Humans & Environment, Economics in Global Age)",
"Advanced Placement World History: Modern","Week 27","Placeholder: AP World Unit 9 - Globalization (Calls for Reform, Globalized Culture, Resistance)",
"Advanced Placement World History: Modern","Week 28","Placeholder: AP Exam Review - DBQ Strategies",
"Advanced Placement World History: Modern","Week 29","Placeholder: AP Exam Review - LEQ/SAQ Strategies & Thematic Review",
"Advanced Placement World History: Modern","Week 30","Placeholder: AP Exam Review - Full Practice & Final Tips",
"American Cinema","Week 1","Citizen Kane (Orson Welles)",
"American Cinema","Week 2","Citizen Kane (Orson Welles)",
"American Cinema","Week 3","Citizen Kane (Orson Welles)",
"American Cinema","Week 4","Vertigo (Alfred Hitchcock)",
"American Cinema","Week 5","Vertigo (Alfred Hitchcock)",
"American Cinema","Week 6","Vertigo (Alfred Hitchcock)",
"American Cinema","Week 7","The Searchers (John Ford)",
"American Cinema","Week 8","The Searchers (John Ford)",
"American Cinema","Week 9","The Searchers (John Ford)",
"American Cinema","Week 10","2001: A Space Odyssey (Stanley Kubrick)",
"American Cinema","Week 11","2001: A Space Odyssey (Stanley Kubrick)",
"American Cinema","Week 12","2001: A Space Odyssey (Stanley Kubrick)",
"American Cinema","Week 13","The Godfather (Francis Ford Coppola)",
"American Cinema","Week 14","The Godfather (Francis Ford Coppola)",
"American Cinema","Week 15","The Godfather (Francis Ford Coppola)",
"American Cinema","Week 16","Raging Bull (Martin Scorsese)",
"American Cinema","Week 17","Raging Bull (Martin Scorsese)",
"American Cinema","Week 18","Raging Bull (Martin Scorsese)",
"American Cinema","Week 19","Blade Runner (Ridley Scott)",
"American Cinema","Week 20","Blade Runner (Ridley Scott)",
"American Cinema","Week 21","Blade Runner (Ridley Scott)",
"American Cinema","Week 22","Do the Right Thing (Spike Lee)",
"American Cinema","Week 23","Do the Right Thing (Spike Lee)",
"American Cinema","Week 24","Do the Right Thing (Spike Lee)",
"American Cinema","Week 25","Pulp Fiction (Quentin Tarantino)",
"American Cinema","Week 26","Pulp Fiction (Quentin Tarantino)",
"American Cinema","Week 27","Pulp Fiction (Quentin Tarantino)",
"American Cinema","Week 28","No Country for Old Men (Joel & Ethan Coen)",
"American Cinema","Week 29","No Country for Old Men (Joel & Ethan Coen)",
"American Cinema","Week 30","No Country for Old Men (Joel & Ethan Coen)",
"American Literature 19th Century","Week 1","The Scarlet Letter (Nathaniel Hawthorne)",
"American Literature 19th Century","Week 2","The Scarlet Letter (Nathaniel Hawthorne)",
"American Literature 19th Century","Week 3","The Scarlet Letter (Nathaniel Hawthorne)",
"American Literature 19th Century","Week 4","The Scarlet Letter (Nathaniel Hawthorne)",
"American Literature 19th Century","Week 5","The Scarlet Letter (Nathaniel Hawthorne)",
"American Literature 19th Century","Week 6","Moby Dick (Herman Melville)",
"American Literature 19th Century","Week 7","Moby Dick (Herman Melville)",
"American Literature 19th Century","Week 8","Moby Dick (Herman Melville)",
"American Literature 19th Century","Week 9","Moby Dick (Herman Melville)",
"American Literature 19th Century","Week 10","Moby Dick (Herman Melville)",
"American Literature 19th Century","Week 11","Walden; or, Life in the Woods (Henry David Thoreau)",
"American Literature 19th Century","Week 12","Walden; or, Life in the Woods (Henry David Thoreau)",
"American Literature 19th Century","Week 13","Walden; or, Life in the Woods (Henry David Thoreau)",
"American Literature 19th Century","Week 14","Walden; or, Life in the Woods (Henry David Thoreau)",
"American Literature 19th Century","Week 15","Walden; or, Life in the Woods (Henry David Thoreau)",
"American Literature 19th Century","Week 16","Leaves of Grass (Walt Whitman - Selections)",
"American Literature 19th Century","Week 17","Leaves of Grass (Walt Whitman - Selections)",
"American Literature 19th Century","Week 18","Leaves of Grass (Walt Whitman - Selections)",
"American Literature 19th Century","Week 19","Leaves of Grass (Walt Whitman - Selections)",
"American Literature 19th Century","Week 20","Leaves of Grass (Walt Whitman - Selections)",
"American Literature 19th Century","Week 21","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"American Literature 19th Century","Week 22","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"American Literature 19th Century","Week 23","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"American Literature 19th Century","Week 24","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"American Literature 19th Century","Week 25","Narrative of the Life of Frederick Douglass, an American Slave (Frederick Douglass)",
"American Literature 19th Century","Week 26","Adventures of Huckleberry Finn (Mark Twain)",
"American Literature 19th Century","Week 27","Adventures of Huckleberry Finn (Mark Twain)",
"American Literature 19th Century","Week 28","Adventures of Huckleberry Finn (Mark Twain)",
"American Literature 19th Century","Week 29","Adventures of Huckleberry Finn (Mark Twain)",
"American Literature 19th Century","Week 30","Adventures of Huckleberry Finn (Mark Twain)",
"American Literature 20th Century","Week 1","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"American Literature 20th Century","Week 2","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"American Literature 20th Century","Week 3","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"American Literature 20th Century","Week 4","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"American Literature 20th Century","Week 5","One Flew Over the Cuckoo’s Nest (Ken Kesey)",
"American Literature 20th Century","Week 6","Light in August (William Faulkner)",
"American Literature 20th Century","Week 7","Light in August (William Faulkner)",
"American Literature 20th Century","Week 8","Light in August (William Faulkner)",
"American Literature 20th Century","Week 9","Light in August (William Faulkner)",
"American Literature 20th Century","Week 10","Light in August (William Faulkner)",
"American Literature 20th Century","Week 11","A Streetcar Named Desire (Tennessee Williams)",
"American Literature 20th Century","Week 12","A Streetcar Named Desire (Tennessee Williams)",
"American Literature 20th Century","Week 13","A Streetcar Named Desire (Tennessee Williams)",
"American Literature 20th Century","Week 14","A Streetcar Named Desire (Tennessee Williams)",
"American Literature 20th Century","Week 15","A Streetcar Named Desire (Tennessee Williams)",
"American Literature 20th Century","Week 16","Native Son (Richard Wright)",
"American Literature 20th Century","Week 17","Native Son (Richard Wright)",
"American Literature 20th Century","Week 18","Native Son (Richard Wright)",
"American Literature 20th Century","Week 19","Native Son (Richard Wright)",
"American Literature 20th Century","Week 20","Native Son (Richard Wright)",
"American Literature 20th Century","Week 21","The Color Purple (Alice Walker)",
"American Literature 20th Century","Week 22","The Color Purple (Alice Walker)",
"American Literature 20th Century","Week 23","The Color Purple (Alice Walker)",
"American Literature 20th Century","Week 24","The Color Purple (Alice Walker)",
"American Literature 20th Century","Week 25","The Color Purple (Alice Walker)",
"American Literature 20th Century","Week 26","American Psycho (Bret Easton Ellis)",
"American Literature 20th Century","Week 27","American Psycho (Bret Easton Ellis)",
"American Literature 20th Century","Week 28","American Psycho (Bret Easton Ellis)",
"American Literature 20th Century","Week 29","American Psycho (Bret Easton Ellis)",
"American Literature 20th Century","Week 30","American Psycho (Bret Easton Ellis)",
"AP Comparative Government and Politics","Week 1","Placeholder: AP Unit 1 - Political Systems, Regimes, & Govts (Intro)",
"AP Comparative Government and Politics","Week 2","Placeholder: AP Unit 1 - UK Case Study",
"AP Comparative Government and Politics","Week 3","Placeholder: AP Unit 1 - Russia Case Study",
"AP Comparative Government and Politics","Week 4","Placeholder: AP Unit 1 - China Case Study",
"AP Comparative Government and Politics","Week 5","Placeholder: AP Unit 1 - Iran Case Study",
"AP Comparative Government and Politics","Week 6","Placeholder: AP Unit 1 - Mexico Case Study",
"AP Comparative Government and Politics","Week 7","Placeholder: AP Unit 1 - Nigeria Case Study",
"AP Comparative Government and Politics","Week 8","Placeholder: AP Unit 2 - Political Institutions (Legislatures)",
"AP Comparative Government and Politics","Week 9","Placeholder: AP Unit 2 - Political Institutions (Executives)",
"AP Comparative Government and Politics","Week 10","Placeholder: AP Unit 2 - Political Institutions (Judiciaries)",
"AP Comparative Government and Politics","Week 11","Placeholder: AP Unit 2 - Bureaucracies & Comparative Analysis",
"AP Comparative Government and Politics","Week 12","Placeholder: AP Unit 3 - Political Culture & Participation (Citizens & State)",
"AP Comparative Government and Politics","Week 13","Placeholder: AP Unit 3 - Political Culture & Participation (Social Cleavages)",
"AP Comparative Government and Politics","Week 14","Placeholder: AP Unit 3 - Political Culture & Participation (Civil Society)",
"AP Comparative Government and Politics","Week 15","Placeholder: Midterm Review / Comparative FRQ Practice",
"AP Comparative Government and Politics","Week 16","Placeholder: AP Unit 4 - Party & Electoral Systems (Party Systems)",
"AP Comparative Government and Politics","Week 17","Placeholder: AP Unit 4 - Party & Electoral Systems (Elections)",
"AP Comparative Government and Politics","Week 18","Placeholder: AP Unit 4 - Party & Electoral Systems (Citizen Organizations)",
"AP Comparative Government and Politics","Week 19","Placeholder: AP Unit 5 - Political & Economic Changes (Democratization)",
"AP Comparative Government and Politics","Week 20","Placeholder: AP Unit 5 - Political & Economic Changes (Economic Liberalization)",
"AP Comparative Government and Politics","Week 21","Placeholder: AP Unit 5 - Political & Economic Changes (Globalization)",
"AP Comparative Government and Politics","Week 22","Placeholder: Comparative Analysis - UK & Russia",
"AP Comparative Government and Politics","Week 23","Placeholder: Comparative Analysis - China & Iran",
"AP Comparative Government and Politics","Week 24","Placeholder: Comparative Analysis - Mexico & Nigeria",
"AP Comparative Government and Politics","Week 25","Placeholder: Quantitative Analysis FRQ Practice",
"AP Comparative Government and Politics","Week 26","Placeholder: Conceptual Analysis FRQ Practice",
"AP Comparative Government and Politics","Week 27","Placeholder: Argumentative Essay FRQ Practice",
"AP Comparative Government and Politics","Week 28","Placeholder: AP Exam Review - Key Concepts & Countries",
"AP Comparative Government and Politics","Week 29","Placeholder: AP Exam Review - Full FRQ Set Practice",
"AP Comparative Government and Politics","Week 30","Placeholder: AP Exam Review - Multiple Choice Strategies & Final Review",
"AP English Literature and Composition","Week 1","Placeholder: Intro to AP Lit - Close Reading & Literary Elements (Short Fiction)",
"AP English Literature and Composition","Week 2","Placeholder: Analyzing Character & Setting (Poe, Hawthorne)",
"AP English Literature and Composition","Week 3","Placeholder: Analyzing Plot & Structure (Faulkner)",
"AP English Literature and Composition","Week 4","Placeholder: Poetry Analysis - Figurative Language & Imagery (Shakespeare Sonnets)",
"AP English Literature and Composition","Week 5","Placeholder: Poetry Analysis - Tone & Sound Devices (Donne, Keats)",
"AP English Literature and Composition","Week 6","Placeholder: Poetry Analysis - Form & Structure (Dickinson, Frost)",
"AP English Literature and Composition","Week 7","Frankenstein (Mary Shelley) - Part 1",
"AP English Literature and Composition","Week 8","Frankenstein (Mary Shelley) - Part 2",
"AP English Literature and Composition","Week 9","Frankenstein (Mary Shelley) - Part 3 & Essay",
"AP English Literature and Composition","Week 10","The Great Gatsby (F. Scott Fitzgerald) - Part 1",
"AP English Literature and Composition","Week 11","The Great Gatsby (F. Scott Fitzgerald) - Part 2",
"AP English Literature and Composition","Week 12","The Great Gatsby (F. Scott Fitzgerald) - Part 3 & Essay",
"AP English Literature and Composition","Week 13","Placeholder: Drama Analysis - Hamlet (Shakespeare) - Act I-II",
"AP English Literature and Composition","Week 14","Placeholder: Drama Analysis - Hamlet (Shakespeare) - Act III-IV",
